observation_id,scenario,gender,age,race,disability_status,nationality,education,field_of_study,cover_letter,recommendations,experience,chosen
73,1,Female,50,Hispanic,None stated,American,Master Degree,Unrelated,Personalized,Above average,3-7 years,0
74,1,Female,45,Asian,Mental health history,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,1
75,1,Non-binary,50,Asian,Mental health history,American,Bachelor Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
76,1,Male,30,Asian,Mental health history,Mexican,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
77,1,Non-binary,40,Asian,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
78,1,Female,55,Asian,Mental health history,German,Associate Degree,Closely related,Personalized,Average,10+ years,1
79,1,Female,40,Black,Mental health history,American,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
80,1,Female,35,Black,Physical disability,Mexican,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
81,1,Non-binary,30,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
82,1,Non-binary,40,White,Physical disability,American,Associate Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
83,1,Non-binary,50,Black,Physical disability,Mexican,Master Degree,Unrelated,Personalized,Average,0-2 years,0
84,1,Female,50,Hispanic,Mental health history,German,Master Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
85,1,Female,50,White,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Above average,3-7 years,1
86,1,Female,50,Hispanic,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
87,1,Female,40,Asian,Physical disability,Indian,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,0
88,1,Female,30,Black,Physical disability,Mexican,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
89,1,Non-binary,40,White,Physical disability,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
90,1,Non-binary,35,Hispanic,None stated,Canadian,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
91,1,Non-binary,45,Black,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
92,1,Non-binary,35,Asian,None stated,Indian,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,0
93,1,Female,30,Black,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
94,1,Non-binary,55,Asian,None stated,Canadian,Associate Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
95,1,Male,40,Black,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Below average,10+ years,0
96,1,Non-binary,35,Asian,Physical disability,American,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
97,1,Male,55,Hispanic,Physical disability,Mexican,Master Degree,Closely related,Unpersonalized,Average,3-7 years,1
98,1,Non-binary,45,Hispanic,Mental health history,Canadian,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,1
99,1,Female,30,Black,Physical disability,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
100,1,Non-binary,45,Asian,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
101,1,Female,45,Hispanic,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
102,1,Male,35,Hispanic,None stated,Canadian,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
103,1,Non-binary,35,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
104,1,Male,50,Asian,Mental health history,Indian,Associate Degree,Closely related,Personalized,Average,3-7 years,1
105,1,Non-binary,50,Asian,Physical disability,Canadian,Master Degree,Unrelated,Personalized,Above average,10+ years,1
106,1,Non-binary,50,Asian,Physical disability,German,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
107,1,Non-binary,30,Hispanic,Physical disability,German,Bachelor Degree,Closely related,Personalized,Average,3-7 years,1
108,1,Non-binary,35,Asian,Mental health history,Mexican,Associate Degree,Somewhat related,Personalized,Below average,10+ years,1
109,1,Male,55,Asian,Mental health history,American,Associate Degree,Closely related,Personalized,Below average,10+ years,1
110,1,Non-binary,40,Hispanic,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,0
111,1,Female,55,Asian,Mental health history,Mexican,Bachelor Degree,Closely related,Unpersonalized,Below average,10+ years,0
112,1,Male,30,Asian,Physical disability,German,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
113,1,Male,30,Hispanic,Mental health history,Indian,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
114,1,Female,55,Asian,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Below average,10+ years,1
115,1,Non-binary,55,White,None stated,American,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
116,1,Female,50,Hispanic,None stated,German,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,0
117,1,Female,30,Asian,Physical disability,American,Bachelor Degree,Unrelated,Unpersonalized,Below average,10+ years,0
118,1,Non-binary,45,Black,Mental health history,German,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
119,1,Female,50,Hispanic,Mental health history,American,Master Degree,Closely related,Personalized,Below average,3-7 years,1
120,1,Non-binary,55,Asian,Mental health history,Indian,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
121,1,Non-binary,55,Asian,Physical disability,American,Master Degree,Unrelated,Unpersonalized,Above average,3-7 years,1
122,1,Non-binary,45,Black,None stated,German,Bachelor Degree,Unrelated,Unpersonalized,Average,0-2 years,0
123,1,Male,30,Hispanic,Physical disability,Indian,Associate Degree,Unrelated,Personalized,Average,10+ years,0
124,1,Non-binary,30,White,Mental health history,German,Associate Degree,Unrelated,Personalized,Average,3-7 years,1
125,1,Female,50,White,Physical disability,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,10+ years,0
126,1,Non-binary,40,Black,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Average,10+ years,1
127,1,Female,35,White,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
128,1,Female,40,Black,Physical disability,German,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
129,1,Female,55,Hispanic,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
130,1,Male,40,Hispanic,None stated,Canadian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
131,1,Non-binary,45,Asian,Mental health history,American,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,0
132,1,Male,40,Hispanic,None stated,Canadian,Master Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
133,1,Male,35,Hispanic,Mental health history,Canadian,Master Degree,Closely related,Personalized,Average,3-7 years,1
134,1,Male,40,Black,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
135,1,Male,55,White,Physical disability,Indian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
136,1,Male,40,Black,Mental health history,German,Associate Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
137,1,Non-binary,40,Hispanic,Physical disability,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
138,1,Female,50,Black,Physical disability,Canadian,Bachelor Degree,Closely related,Unpersonalized,Below average,0-2 years,0
139,1,Non-binary,50,White,None stated,Canadian,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
140,1,Female,35,Asian,Physical disability,Indian,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,1
141,1,Female,45,White,Mental health history,Canadian,Master Degree,Closely related,Personalized,Above average,10+ years,1
142,1,Female,50,Asian,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
143,1,Non-binary,30,White,Mental health history,American,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
144,1,Non-binary,45,White,None stated,German,Master Degree,Somewhat related,Personalized,Average,10+ years,1
145,1,Non-binary,35,Black,None stated,German,Master Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
146,1,Non-binary,55,White,None stated,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,0
147,1,Male,35,Hispanic,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Below average,10+ years,0
148,1,Male,40,Black,Mental health history,Canadian,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
149,1,Non-binary,50,Hispanic,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Above average,0-2 years,1
150,1,Male,55,White,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
151,1,Male,35,White,None stated,Indian,Bachelor Degree,Unrelated,Unpersonalized,Average,0-2 years,0
152,1,Female,45,White,Mental health history,German,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
153,1,Female,40,Hispanic,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Average,10+ years,1
154,1,Non-binary,45,Asian,Physical disability,Mexican,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,1
155,1,Non-binary,35,Asian,Physical disability,Mexican,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,1
156,1,Female,40,White,Physical disability,Indian,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
157,1,Non-binary,50,Hispanic,Mental health history,American,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
158,1,Male,30,Asian,None stated,German,Master Degree,Unrelated,Personalized,Above average,3-7 years,0
159,1,Male,30,Black,Physical disability,Mexican,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
160,1,Male,55,White,None stated,Mexican,Master Degree,Closely related,Personalized,Below average,0-2 years,0
161,1,Non-binary,35,Black,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
162,1,Non-binary,30,Black,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
163,1,Female,40,Hispanic,Mental health history,Canadian,Master Degree,Unrelated,Unpersonalized,Below average,10+ years,0
164,1,Non-binary,35,Hispanic,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
165,1,Female,45,White,Physical disability,American,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
166,1,Male,50,White,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,1
167,1,Non-binary,30,Hispanic,Mental health history,Canadian,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,1
168,1,Non-binary,50,Asian,Mental health history,German,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
169,1,Female,55,Asian,Physical disability,German,Bachelor Degree,Unrelated,Personalized,Average,3-7 years,0
170,1,Male,55,Hispanic,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
171,1,Female,45,Asian,Mental health history,American,Master Degree,Closely related,Unpersonalized,Below average,10+ years,1
172,1,Female,40,Black,Mental health history,Indian,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,1
173,1,Male,55,Black,Mental health history,Mexican,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
174,1,Non-binary,55,Black,Physical disability,American,Master Degree,Closely related,Personalized,Average,3-7 years,1
175,1,Male,45,Black,Physical disability,American,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
176,1,Male,50,White,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
177,1,Non-binary,55,Hispanic,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
178,1,Non-binary,45,Asian,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
179,1,Female,50,Black,Physical disability,American,Associate Degree,Unrelated,Personalized,Average,3-7 years,1
180,1,Female,55,Hispanic,None stated,German,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
181,1,Female,55,Hispanic,Mental health history,Canadian,Associate Degree,Closely related,Personalized,Above average,0-2 years,0
182,1,Non-binary,30,Black,Physical disability,Mexican,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,1
183,1,Female,55,White,Physical disability,Indian,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
184,1,Male,30,Black,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,1
185,1,Non-binary,40,White,Mental health history,American,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
186,1,Male,40,Asian,Mental health history,German,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
187,1,Non-binary,55,White,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
188,1,Male,50,Hispanic,Mental health history,Mexican,Bachelor Degree,Unrelated,Personalized,Below average,0-2 years,0
189,1,Male,40,Asian,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
190,1,Male,45,Hispanic,Physical disability,Indian,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
191,1,Non-binary,55,White,None stated,Mexican,Associate Degree,Closely related,Personalized,Above average,3-7 years,1
192,1,Male,45,White,None stated,American,Associate Degree,Closely related,Personalized,Average,0-2 years,0
193,1,Male,55,Hispanic,None stated,American,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,0
194,1,Male,35,Asian,Physical disability,Indian,Associate Degree,Closely related,Personalized,Below average,3-7 years,1
195,1,Male,55,Black,Mental health history,German,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,0
196,1,Male,40,White,Physical disability,German,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
197,1,Female,35,Black,None stated,German,Bachelor Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
198,1,Male,30,White,None stated,German,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,0
199,1,Male,50,Black,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Below average,10+ years,1
200,1,Non-binary,45,Asian,None stated,German,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
201,1,Non-binary,50,Hispanic,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
202,1,Male,55,White,Mental health history,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,0
203,1,Non-binary,45,Black,Physical disability,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
204,1,Female,30,White,Physical disability,Canadian,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,1
205,1,Male,40,Black,None stated,Indian,Master Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
206,1,Female,30,Hispanic,None stated,Mexican,Master Degree,Unrelated,Unpersonalized,Average,0-2 years,0
207,1,Female,45,Hispanic,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
208,1,Male,40,White,None stated,American,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
209,1,Non-binary,35,Hispanic,Physical disability,American,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,0
210,1,Male,30,Hispanic,None stated,Indian,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
211,1,Male,55,Hispanic,None stated,Indian,Associate Degree,Closely related,Personalized,Average,10+ years,1
212,1,Male,35,Asian,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
213,1,Female,40,Asian,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,1
214,1,Female,55,Hispanic,Mental health history,Mexican,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
215,1,Male,30,Black,None stated,Indian,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
216,1,Non-binary,45,Black,Physical disability,German,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
217,1,Non-binary,35,Asian,Mental health history,Indian,Master Degree,Closely related,Personalized,Above average,0-2 years,1
218,1,Female,45,Asian,None stated,Indian,Bachelor Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
219,1,Female,30,Asian,Physical disability,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
220,1,Non-binary,30,Hispanic,Physical disability,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
221,1,Non-binary,40,Black,Mental health history,German,Associate Degree,Somewhat related,Personalized,Above average,0-2 years,1
222,1,Non-binary,40,Hispanic,Physical disability,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
223,1,Non-binary,40,Hispanic,None stated,Canadian,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
224,1,Non-binary,35,Asian,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
225,1,Female,45,Hispanic,Physical disability,American,Associate Degree,Unrelated,Personalized,Below average,3-7 years,1
226,1,Female,35,White,Physical disability,German,Master Degree,Somewhat related,Personalized,Average,0-2 years,1
227,1,Female,45,Asian,None stated,Canadian,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
228,1,Female,55,Asian,Mental health history,German,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
229,1,Female,55,Black,None stated,American,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
230,1,Male,45,Black,Mental health history,Canadian,Bachelor Degree,Unrelated,Personalized,Above average,10+ years,1
231,1,Female,35,White,None stated,American,Associate Degree,Unrelated,Unpersonalized,Average,0-2 years,0
232,1,Female,30,White,None stated,American,Bachelor Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
233,1,Non-binary,40,White,Physical disability,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
234,1,Male,30,Hispanic,Mental health history,Indian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
235,1,Female,45,White,None stated,Mexican,Master Degree,Somewhat related,Personalized,Below average,10+ years,0
236,1,Female,40,Hispanic,None stated,German,Master Degree,Closely related,Personalized,Below average,0-2 years,0
237,1,Female,40,White,Mental health history,Canadian,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
238,1,Female,30,Hispanic,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Average,10+ years,1
239,1,Non-binary,55,Hispanic,Physical disability,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
240,1,Male,40,Asian,Mental health history,Mexican,Master Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
241,1,Male,30,Hispanic,None stated,Indian,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
242,1,Non-binary,55,White,Mental health history,Indian,Master Degree,Somewhat related,Personalized,Below average,10+ years,1
243,1,Female,50,Black,Physical disability,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
244,1,Male,35,Asian,Mental health history,Mexican,Master Degree,Closely related,Personalized,Below average,10+ years,1
245,1,Female,30,White,None stated,Indian,Associate Degree,Closely related,Personalized,Average,3-7 years,1
246,1,Female,45,White,Mental health history,German,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
247,1,Male,50,Hispanic,None stated,Mexican,Master Degree,Unrelated,Personalized,Below average,0-2 years,0
248,1,Female,30,Hispanic,Physical disability,German,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,1
249,1,Non-binary,50,Asian,Physical disability,German,Master Degree,Somewhat related,Personalized,Below average,3-7 years,0
250,1,Male,40,Black,None stated,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,1
251,1,Male,55,Asian,Physical disability,American,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,1
252,1,Male,35,White,Mental health history,American,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
253,1,Male,30,White,None stated,Canadian,Bachelor Degree,Unrelated,Personalized,Below average,0-2 years,0
254,1,Female,55,White,Mental health history,American,Master Degree,Unrelated,Personalized,Below average,10+ years,0
255,1,Female,45,Hispanic,Physical disability,American,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
256,1,Male,30,White,Mental health history,German,Bachelor Degree,Unrelated,Personalized,Above average,0-2 years,0
