"observation_id","scenario","gender","age","race","disability_status","nationality","education","field_of_study","cover_letter","recommendations","experience","chosen"
125,"choose","Female",50,"White","Physical disability","Mexican","Bachelor Degree","Unrelated","Unpersonalized","Average","10+ years",0
126,"choose","Non-binary",40,"Black","None stated","Mexican","Bachelor Degree","Unrelated","Personalized","Average","10+ years",1
127,"choose","Female",35,"White","Physical disability","Indian","Associate Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
128,"choose","Female",40,"Black","Physical disability","German","Master Degree","Somewhat related","Personalized","Below average","3-7 years",1
129,"choose","Female",55,"Hispanic","Mental health history","Canadian","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
130,"choose","Male",40,"Hispanic","None stated","Canadian","Master Degree","Unrelated","Unpersonalized","Average","10+ years",0
131,"choose","Non-binary",45,"Asian","Mental health history","American","Bachelor Degree","Somewhat related","Personalized","Below average","0-2 years",0
132,"choose","Male",40,"Hispanic","None stated","Canadian","Master Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
133,"choose","Male",35,"Hispanic","Mental health history","Canadian","Master Degree","Closely related","Personalized","Average","3-7 years",1
134,"choose","Male",40,"Black","Mental health history","American","Associate Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
135,"choose","Male",55,"White","Physical disability","Indian","Associate Degree","Unrelated","Personalized","Average","0-2 years",0
136,"choose","Male",40,"Black","Mental health history","German","Associate Degree","Somewhat related","Unpersonalized","Above average","0-2 years",0
137,"choose","Non-binary",40,"Hispanic","Physical disability","Canadian","Bachelor Degree","Somewhat related","Personalized","Below average","3-7 years",1
138,"choose","Female",50,"Black","Physical disability","Canadian","Bachelor Degree","Closely related","Unpersonalized","Below average","0-2 years",0
139,"choose","Non-binary",50,"White","None stated","Canadian","Master Degree","Unrelated","Personalized","Above average","0-2 years",0
140,"choose","Female",35,"Asian","Physical disability","Indian","Bachelor Degree","Unrelated","Unpersonalized","Above average","3-7 years",1
141,"choose","Female",45,"White","Mental health history","Canadian","Master Degree","Closely related","Personalized","Above average","10+ years",1
142,"choose","Female",50,"Asian","Physical disability","Indian","Master Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
143,"choose","Non-binary",30,"White","Mental health history","American","Associate Degree","Somewhat related","Personalized","Below average","0-2 years",0
144,"choose","Non-binary",45,"White","None stated","German","Master Degree","Somewhat related","Personalized","Average","10+ years",1
145,"choose","Non-binary",35,"Black","None stated","German","Master Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
146,"choose","Non-binary",55,"White","None stated","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Average","10+ years",0
147,"choose","Male",35,"Hispanic","Physical disability","American","Associate Degree","Unrelated","Unpersonalized","Below average","10+ years",0
148,"choose","Male",40,"Black","Mental health history","Canadian","Master Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
149,"choose","Non-binary",50,"Hispanic","Physical disability","American","Master Degree","Somewhat related","Unpersonalized","Above average","0-2 years",1
150,"choose","Male",55,"White","None stated","Mexican","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",0
151,"choose","Male",35,"White","None stated","Indian","Bachelor Degree","Unrelated","Unpersonalized","Average","0-2 years",0
152,"choose","Female",45,"White","Mental health history","German","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
153,"choose","Female",40,"Hispanic","Physical disability","Indian","Associate Degree","Somewhat related","Unpersonalized","Average","10+ years",1
154,"choose","Non-binary",45,"Asian","Physical disability","Mexican","Bachelor Degree","Unrelated","Personalized","Above average","3-7 years",1
155,"choose","Non-binary",35,"Asian","Physical disability","Mexican","Bachelor Degree","Somewhat related","Personalized","Below average","0-2 years",1
156,"choose","Female",40,"White","Physical disability","Indian","Associate Degree","Unrelated","Unpersonalized","Average","3-7 years",0
157,"choose","Non-binary",50,"Hispanic","Mental health history","American","Bachelor Degree","Unrelated","Personalized","Average","0-2 years",0
158,"choose","Male",30,"Asian","None stated","German","Master Degree","Unrelated","Personalized","Above average","3-7 years",0
159,"choose","Male",30,"Black","Physical disability","Mexican","Bachelor Degree","Somewhat related","Personalized","Below average","3-7 years",1
160,"choose","Male",55,"White","None stated","Mexican","Master Degree","Closely related","Personalized","Below average","0-2 years",0
161,"choose","Non-binary",35,"Black","Mental health history","Indian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
162,"choose","Non-binary",30,"Black","Physical disability","Mexican","Associate Degree","Somewhat related","Personalized","Above average","10+ years",1
163,"choose","Female",40,"Hispanic","Mental health history","Canadian","Master Degree","Unrelated","Unpersonalized","Below average","10+ years",0
164,"choose","Non-binary",35,"Hispanic","Physical disability","German","Associate Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
165,"choose","Female",45,"White","Physical disability","American","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
166,"choose","Male",50,"White","None stated","Mexican","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",1
167,"choose","Non-binary",30,"Hispanic","Mental health history","Canadian","Bachelor Degree","Closely related","Personalized","Above average","0-2 years",1
168,"choose","Non-binary",50,"Asian","Mental health history","German","Master Degree","Somewhat related","Personalized","Below average","0-2 years",0
169,"choose","Female",55,"Asian","Physical disability","German","Bachelor Degree","Unrelated","Personalized","Average","3-7 years",0
170,"choose","Male",55,"Hispanic","Physical disability","Canadian","Master Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
171,"choose","Female",45,"Asian","Mental health history","American","Master Degree","Closely related","Unpersonalized","Below average","10+ years",1
172,"choose","Female",40,"Black","Mental health history","Indian","Bachelor Degree","Unrelated","Personalized","Average","0-2 years",1
173,"choose","Male",55,"Black","Mental health history","Mexican","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",0
174,"choose","Non-binary",55,"Black","Physical disability","American","Master Degree","Closely related","Personalized","Average","3-7 years",1
175,"choose","Male",45,"Black","Physical disability","American","Associate Degree","Somewhat related","Personalized","Below average","0-2 years",0
176,"choose","Male",50,"White","Mental health history","Canadian","Bachelor Degree","Somewhat related","Personalized","Below average","10+ years",1
177,"choose","Non-binary",55,"Hispanic","Physical disability","Indian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
178,"choose","Non-binary",45,"Asian","Mental health history","American","Associate Degree","Somewhat related","Unpersonalized","Average","0-2 years",0
179,"choose","Female",50,"Black","Physical disability","American","Associate Degree","Unrelated","Personalized","Average","3-7 years",1
180,"choose","Female",55,"Hispanic","None stated","German","Master Degree","Unrelated","Personalized","Above average","0-2 years",0
181,"choose","Female",55,"Hispanic","Mental health history","Canadian","Associate Degree","Closely related","Personalized","Above average","0-2 years",0
182,"choose","Non-binary",30,"Black","Physical disability","Mexican","Master Degree","Unrelated","Unpersonalized","Average","3-7 years",1
183,"choose","Female",55,"White","Physical disability","Indian","Master Degree","Somewhat related","Personalized","Above average","10+ years",1
184,"choose","Male",30,"Black","None stated","Indian","Bachelor Degree","Somewhat related","Personalized","Average","0-2 years",1
185,"choose","Non-binary",40,"White","Mental health history","American","Associate Degree","Closely related","Personalized","Above average","0-2 years",1
186,"choose","Male",40,"Asian","Mental health history","German","Associate Degree","Somewhat related","Unpersonalized","Below average","3-7 years",0
187,"choose","Non-binary",55,"White","Physical disability","American","Master Degree","Somewhat related","Unpersonalized","Average","0-2 years",0
188,"choose","Male",50,"Hispanic","Mental health history","Mexican","Bachelor Degree","Unrelated","Personalized","Below average","0-2 years",0
189,"choose","Male",40,"Asian","Physical disability","Indian","Master Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
190,"choose","Male",45,"Hispanic","Physical disability","Indian","Associate Degree","Unrelated","Unpersonalized","Average","3-7 years",0
191,"choose","Non-binary",55,"White","None stated","Mexican","Associate Degree","Closely related","Personalized","Above average","3-7 years",1
192,"choose","Male",45,"White","None stated","American","Associate Degree","Closely related","Personalized","Average","0-2 years",0
193,"choose","Male",55,"Hispanic","None stated","American","Bachelor Degree","Closely related","Personalized","Above average","0-2 years",0
194,"choose","Male",35,"Asian","Physical disability","Indian","Associate Degree","Closely related","Personalized","Below average","3-7 years",1
195,"choose","Male",55,"Black","Mental health history","German","Associate Degree","Somewhat related","Unpersonalized","Above average","10+ years",0
196,"choose","Male",40,"White","Physical disability","German","Bachelor Degree","Unrelated","Personalized","Average","0-2 years",0
197,"choose","Female",35,"Black","None stated","German","Bachelor Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
198,"choose","Male",30,"White","None stated","German","Associate Degree","Closely related","Unpersonalized","Average","3-7 years",0
199,"choose","Male",50,"Black","None stated","German","Bachelor Degree","Closely related","Unpersonalized","Below average","10+ years",1
200,"choose","Non-binary",45,"Asian","None stated","German","Master Degree","Unrelated","Unpersonalized","Average","10+ years",0
201,"choose","Non-binary",50,"Hispanic","Mental health history","American","Associate Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
202,"choose","Male",55,"White","Mental health history","Mexican","Bachelor Degree","Closely related","Unpersonalized","Average","0-2 years",0
203,"choose","Non-binary",45,"Black","Physical disability","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Average","3-7 years",1
204,"choose","Female",30,"White","Physical disability","Canadian","Bachelor Degree","Closely related","Personalized","Below average","0-2 years",1
205,"choose","Male",40,"Black","None stated","Indian","Master Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
206,"choose","Female",30,"Hispanic","None stated","Mexican","Master Degree","Unrelated","Unpersonalized","Average","0-2 years",0
207,"choose","Female",45,"Hispanic","Mental health history","Mexican","Associate Degree","Unrelated","Unpersonalized","Average","3-7 years",0
208,"choose","Male",40,"White","None stated","American","Associate Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
209,"choose","Non-binary",35,"Hispanic","Physical disability","American","Bachelor Degree","Unrelated","Personalized","Below average","10+ years",0
210,"choose","Male",30,"Hispanic","None stated","Indian","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
211,"choose","Male",55,"Hispanic","None stated","Indian","Associate Degree","Closely related","Personalized","Average","10+ years",1
212,"choose","Male",35,"Asian","Physical disability","Canadian","Master Degree","Unrelated","Unpersonalized","Average","3-7 years",0
213,"choose","Female",40,"Asian","Physical disability","American","Associate Degree","Closely related","Unpersonalized","Below average","3-7 years",1
214,"choose","Female",55,"Hispanic","Mental health history","Mexican","Associate Degree","Unrelated","Personalized","Average","3-7 years",0
215,"choose","Male",30,"Black","None stated","Indian","Associate Degree","Somewhat related","Personalized","Above average","3-7 years",1
216,"choose","Non-binary",45,"Black","Physical disability","German","Master Degree","Somewhat related","Unpersonalized","Average","3-7 years",1
217,"choose","Non-binary",35,"Asian","Mental health history","Indian","Master Degree","Closely related","Personalized","Above average","0-2 years",1
218,"choose","Female",45,"Asian","None stated","Indian","Bachelor Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
219,"choose","Female",30,"Asian","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Average","0-2 years",0
220,"choose","Non-binary",30,"Hispanic","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","0-2 years",0
221,"choose","Non-binary",40,"Black","Mental health history","German","Associate Degree","Somewhat related","Personalized","Above average","0-2 years",1
222,"choose","Non-binary",40,"Hispanic","Physical disability","Mexican","Bachelor Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
223,"choose","Non-binary",40,"Hispanic","None stated","Canadian","Associate Degree","Closely related","Unpersonalized","Above average","10+ years",1
224,"choose","Non-binary",35,"Asian","Mental health history","American","Associate Degree","Somewhat related","Unpersonalized","Average","0-2 years",0
225,"choose","Female",45,"Hispanic","Physical disability","American","Associate Degree","Unrelated","Personalized","Below average","3-7 years",1
226,"choose","Female",35,"White","Physical disability","German","Master Degree","Somewhat related","Personalized","Average","0-2 years",1
227,"choose","Female",45,"Asian","None stated","Canadian","Bachelor Degree","Closely related","Personalized","Average","10+ years",1
228,"choose","Female",55,"Asian","Mental health history","German","Associate Degree","Unrelated","Personalized","Below average","0-2 years",0
229,"choose","Female",55,"Black","None stated","American","Bachelor Degree","Somewhat related","Personalized","Below average","10+ years",1
230,"choose","Male",45,"Black","Mental health history","Canadian","Bachelor Degree","Unrelated","Personalized","Above average","10+ years",1
231,"choose","Female",35,"White","None stated","American","Associate Degree","Unrelated","Unpersonalized","Average","0-2 years",0
232,"choose","Female",30,"White","None stated","American","Bachelor Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
233,"choose","Non-binary",40,"White","Physical disability","Mexican","Associate Degree","Closely related","Unpersonalized","Above average","3-7 years",1
234,"choose","Male",30,"Hispanic","Mental health history","Indian","Master Degree","Unrelated","Unpersonalized","Average","10+ years",0
235,"choose","Female",45,"White","None stated","Mexican","Master Degree","Somewhat related","Personalized","Below average","10+ years",0
236,"choose","Female",40,"Hispanic","None stated","German","Master Degree","Closely related","Personalized","Below average","0-2 years",0
237,"choose","Female",40,"White","Mental health history","Canadian","Master Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
238,"choose","Female",30,"Hispanic","Mental health history","American","Associate Degree","Somewhat related","Unpersonalized","Average","10+ years",1
239,"choose","Non-binary",55,"Hispanic","Physical disability","Mexican","Associate Degree","Closely related","Unpersonalized","Above average","10+ years",1
240,"choose","Male",40,"Asian","Mental health history","Mexican","Master Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
241,"choose","Male",30,"Hispanic","None stated","Indian","Associate Degree","Unrelated","Unpersonalized","Average","3-7 years",0
242,"choose","Non-binary",55,"White","Mental health history","Indian","Master Degree","Somewhat related","Personalized","Below average","10+ years",1
